STT;Vị trí xếp giá;Mã xếp giá;Số lượng;Nhan đề;Nhan đề song song;Tác giả;Thể loại;Tập;Năm XB;Lần XB;Nhà XB;Ngôn ngữ;Mã quốc tế;;;
3145;610;610-090;1;足抜;0;佐伯康英;Văn học - tiểu thuyết, truyện ngắn;0;2003;2;光文社;Japanese;9784334735555;;;
3146;610;610-091;1;輝く闇;0;開高健;Văn học - tiểu thuyết, truyện ngắn;0;2008;30;新潮社;Japanese;9784101128092;;;
3147;610;610-091-2;1;The Setting Sun;0;Dazai Osamu;Văn học - tiểu thuyết, truyện ngắn;0;1981;1;Tuttle Publishing;English;9784805306727;;;
3148;610;610-092;1;地図のない街;0;風間一輝;Văn học - tiểu thuyết, truyện ngắn;0;1992;1;Hayakawa books;Japanese;4152035099;;;
3149;610;610-093;1;初春弁才船;0;平岩弓枝;Văn học - tiểu thuyết, truyện ngắn;0;2004;1;文藝春愁;Japanese;9784167168865;;;
3150;610;610-094;1;夜光虫;0;森瑤子;Văn học - tiểu thuyết, truyện ngắn;0;1986;1;集英社;Japanese;4087491412;;;
3151;610;610-095-1;1;1リットルの涙;0;木藤亜也 ;Văn học - tiểu thuyết, truyện ngắn;0;2005;29;幻冬舎;Japanese;9,78434E+12;;;
3152;610;610-095-2;1;いのちのハードル「１リトルの涙」母の手記;0;木藤潮香;Văn học - tiểu thuyết, truyện ngắn;0;2005;18;幻冬舎;Japanese;9,78434E+12;;;
3153;610;610-096;3;戯れ言の自由;0;平田俊子;Văn học - tiểu thuyết, truyện ngắn;0;2016;2;思潮社;Japanese;978-4783735007;;;
3154;610;610-097;0;乳房;0;伊集院静;Văn học - tiểu thuyết, truyện ngắn;0;1995;0;毎日聞社;Japanese;-;;;
3155;610;610-098-2;1;The Temple of the Wild Geese and Bamboo Dolls of Echizen;雁の寺／越前竹人形;水上勉;Văn học - tiểu thuyết, truyện ngắn;0;2008;1;Dalkey Archive;English;9781564784902;;;
3156;610;610-099;0;ボッコちゃん;0;星新一;Văn học - tiểu thuyết, truyện ngắn;0;2004;82;新潮社;Japanese;9784101098012;;;
3157;610;610-099;1;海と毒薬;0;遠藤周作;Văn học - tiểu thuyết, truyện ngắn;0;2019;113;新潮社;Japanese;0;;;
3158;610;610-100;1;深い河;Bên dòng sông Hằng;遠藤周作;Văn học - tiểu thuyết, truyện ngắn;0;2021;1;講談社文庫;Japanese;9784062632577;;;
3159;610;610-101-2;1;Silence;0;Shusaku Endo;Văn học - tiểu thuyết, truyện ngắn;0;1982;1;講談社;English;9784770010148;;;
3160;610;610-102-1;1;親鸞㊤;0;五木寛之;Văn học - tiểu thuyết, truyện ngắn;1;2010;1;0;Japanese;9,78406E+12;;;
3161;610;610-102-2;1;親鸞㊦;0;五木寛之;Văn học - tiểu thuyết, truyện ngắn;1;2010;1;講談社;Japanese;9784062910019;;;
3162;610;610-103;1;青嵐の譜;0;天野純希 ;Văn học - tiểu thuyết, truyện ngắn;0;2009;1;集英社;Japanese;9784087713114;;;
3163;610;610-104;1;水色の犬;0;北方謙三;Văn học - tiểu thuyết, truyện ngắn;0;1994;1;徳間書店;Japanese;978419890135X;;;
3164;610;610-105;1;欲情の作法;0;渡辺淳一;Văn học - tiểu thuyết, truyện ngắn;0;2009;6;幻冬舎;Japanese;9784344016224;;;
3165;610;610-106;1;孤舟;0;渡辺淳一;Văn học - tiểu thuyết, truyện ngắn;0;2010;1;集英社;Japanese;978-4-08-771353-4;;;
3166;610;610-107-1;1;失楽園㊤;0;渡辺淳一;Văn học - tiểu thuyết, truyện ngắn;1;1997;6;0;Japanese;9784062085731;;;
3167;610;610-107-2;1;失楽園㊦;0;渡辺淳一;Văn học - tiểu thuyết, truyện ngắn;2;1997;1;0;Japanese;9784062085748;;;
3168;610;610-108-2;1;Beyond the Blossoming Fields;花埋み;渡辺淳一;Văn học - tiểu thuyết, truyện ngắn;0;2008;1;Alma Books;English;9781846880643;;;
3169;610;610-109;1;造花の蜜;0;連城三紀彦 ;Văn học - tiểu thuyết, truyện ngắn;0;2009;5;角川春樹事務所 ;Japanese;9784758411240;;;
3170;610;610-110;1;乱反射;0;貫井徳郎;Văn học - tiểu thuyết, truyện ngắn;0;2009;1;朝日新聞社;Japanese;9784022505415;;;
3171;610;610-110-1;1;東京セブンローズ㊤;0;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;1;2002;1;文藝春愁;Japanese;9784167111212;;;
3172;610;610-110-2;1;東京セブンローズ㊦;0;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;2;2002;0;毎日聞社;Japanese;-;;;
3173;610;610-110-3;1;Tokyo Seven Roses　Volumn 1;東京セブンローズ㊤;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;1;2013;1;Anthem Press;English;9780857280435;;;
3174;610;610-110-4;1;Tokyo Seven Roses　Volumn 2;東京セブンローズ㊦;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;2;2013;1;Anthem Press;English;9780857280459;;;
3175;610;610-111-1;1;吉里吉里人 (上巻);0;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;1;2015;34;新潮社;Japanese;978-4101168166;;;
3176;610;610-111-2;1;吉里吉里人 (中巻);0;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;2;2011;28;新潮社;Japanese;978-4101168173;;;
3177;610;610-111-3;1;吉里吉里人 (下巻);0;井上ひさし;Văn học - tiểu thuyết, truyện ngắn;3;2011;26;新潮社;Japanese;978-4101168180;;;
3178;610;610-112;1;生協の白石さん;Shiraishisan working in the COOP ;白石昌則;Văn học - tiểu thuyết, truyện ngắn;0;2005;6;講談社;Japanese;9784062131674;;;
3179;610;610-113;1;憂国者たち;0;三輪太郎;Văn học - tiểu thuyết, truyện ngắn;0;2015;1;講談社;日本語;978-4-06-219804-2;;;
3180;610;610-114;1;月日の残像;0;山田太一;Văn học - tiểu thuyết, truyện ngắn;0;2014;5;新潮社;Japanese;9784103606086;;;
3181;610;610-115;1;神話の森;0;山本節;Văn học - tiểu thuyết, truyện ngắn;0;1998;7;大修館書店;Japanese;4469220663;;;
3182;610;610-116;1;伝承の宇宙;0;山本節;Văn học - tiểu thuyết, truyện ngắn;0;1992;1;渓水社;Japanese;4892871974;;;
3183;610;610-117;1;日本人改造論あなたと俺と日本人;0;ビートたけし;Văn học - tiểu thuyết, truyện ngắn;0;1995;1;角川文庫;Japanese;4043453027;;;
3184;610;610-118;1;フォーティーン;0;石田衣良;Văn học - tiểu thuyết, truyện ngắn;0;2003;10;新潮社;Japanese;9,7841E+12;;;
3185;610;610-119;1;らせん;0;鈴木光司;Văn học - tiểu thuyết, truyện ngắn;0;1995;1;角川書店;Japanese;9784041880036;;;
3186;610;610-120;1;リング;0;鈴木光司;Văn học - tiểu thuyết, truyện ngắn;0;1995;28;角川書店;Japanese;9784041880012;;;
3187;610;610-120-1;1;はじめての文学・村上春樹;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2006;0;文藝春愁;Japanese;-;;;
3188;610;610-120-11;1;はじめての文学・山田詠美;0;山田詠美;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;文藝春愁;Japanese;9,78416E+12;;;
3189;610;610-120-2;1;はじめての文学・村上龍;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2006;1;文藝春愁;Japanese;9,78416E+12;;;
3190;610;610-120-3;1;はじめての文学・よしもとばなな;0;よしもとばなな;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;文藝春愁;Japanese;9,78416E+12;;;
3191;610;610-120-7;1;はじめての文学・川上弘美;0;川上弘美;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;文藝春愁;Japanese;9,78416E+12;;;
3192;610;610-120-8;1;はじめての文学・小川洋子;0;小川洋子;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;文藝春愁;Japanese;9,78416E+12;;;
3193;610;610-121-1;1;象の消滅 短篇選集 1980-1991;The Elephant Vanishes　Collected short stories of Haruki Murakami;村上春樹;Văn học - tiểu thuyết, truyện ngắn;1;2020;22;新潮社;Japanese;9784103534167;;;
3194;610;610-121-2;1;めくらやなぎと眠る女 短篇選集 1980-1991;Blind Willow, Sleeping Woman　Collected short stories of Haruki Murakami Vol.2;村上春樹;Văn học - tiểu thuyết, truyện ngắn;2;2020;9;新潮社;Japanese;9784103534242;;;
3195;610;610-121-4;1;Blind Willow, Sleeping Woman;めくらやなぎと眠る女;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2007;0;Vintage Books;English;9780099512820;;;
3196;610;610-122;1;羊をめぐる冒険;Cuộc săn cừu hoang;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2021;40;講談社;Japanese;4062002418;;;
3197;610;610-123-2;1;Birthday Stories;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2004;1;Vintage;English;9780099481553;;;
3198;610;610-124-1;1;世界の終りとハードボイルド・ワンダーランド;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2017;7;新潮社;Japanese;9784103534174;;;
3199;610;610-124-2;1;Hard-boiled Wonderland and the end of the world;0;Haruki Murakami;Văn học - tiểu thuyết, truyện ngắn;0;1993;1;Vintage Books;English;9,78068E+12;;;
3200;610;610-125-1;1;ノルウェイの森㊤;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2004;0;Shugakukan;Japanese;9,78406E+12;;;
3201;610;610-125-2;1;ノルウェイの森㊦;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2004;0;Shugakukan;Japanese;9,78406E+12;;;
3202;610;610-126-1;1;ダンス・ダンス・ダンス　上;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;1;2020;44;講談社;Japanese;4062749041;;;
3203;610;610-126-2;1;ダンス・ダンス・ダンス　下;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;2;2020;42;講談社;Japanese;406274905X;;;
3204;610;610-128;1;国境の南、太陽の西;Phía Nam biên giới, phía Tây mặt trời;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2020;81;講談社;Japanese;4062630869;;;
3205;610;610-129-1;1;ねじまき鳥クロニクル　第1部泥棒かささぎ編　探素の年代記;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;1;2012;22;新潮社;Japanese;9,7841E+12;;;
3206;610;610-129-2;1;ねじまき鳥クロニクル　第2部予言する鳥編　謎の迷宮への旅;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;2;2011;17;新潮社;Japanese;9,7841E+12;;;
3207;610;610-129-3;1;ねじまき鳥クロニクル　第3部鳥刺し男編　圧倒的完結編;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;3;2013;12;新潮社;Japanese;9,7841E+12;;;
3208;610;610-130-2;1;Underground;0;Haruki Murakami;Văn học - tiểu thuyết, truyện ngắn;0;2000;1;Harvill Press;English;1860468438;;;
3209;610;610-131;1;神の子どもたちはみな踊る;Sau cơn động đất;村上春樹 ;Văn học - tiểu thuyết, truyện ngắn;0;2021;34;新潮文庫 ;Japanese;9784101001500;;;
3210;610;610-132;1;スプートニクの恋人;0;村上春樹 ;Văn học - tiểu thuyết, truyện ngắn;0;2020;71;講談社;Japanese;4062731290;;;
3211;610;610-133-1;1;海辺のカフカ 〈上巻〉 ;0;村上春樹 ;Văn học - tiểu thuyết, truyện ngắn;1;2002;30;新潮文庫 ;Japanese;9,7841E+12;;;
3212;610;610-133-2;1;海辺のカフカ 〈下巻〉 ;0;村上春樹 ;Văn học - tiểu thuyết, truyện ngắn;2;2002;30;新潮文庫 ;Japanese;9,7841E+12;;;
3213;610;610-134-1;1;1Q84-1;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2009;1;新潮社;Japanese;9,7841E+12;;;
3214;610;610-134-2;1;1Q84-2;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2009;18;新潮社;Japanese;9784103534235;;;
3215;610;610-134-3;1;1Q84-3;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2009;5;新潮社;Japanese;9784103534259;;;
3216;610;610-135;1;走ることについて語るときに僕の語ること;Tôi nói gì khi tôi nói về chạy bộ ;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2015;13;文藝春秋;Japanese;9784167502102;;;
3217;610;610-136;1;色彩を持たない多崎つくると、彼の巡礼の年;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2013;6;文藝春秋;Japanese;9784163821108;;;
3218;610;610-137;2;女のいない男たち;Những người đàn ông không có đàn bà;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2014;1;文藝春秋;Japanese;978-4163900742;;;
3219;610;610-138;1;アフターダーク;afterdark;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2004;2;講談社;Japanese;4062125366;;;
3220;610;610-139-1;1;騎士団長殺し〈第１部〉顕れるイデア編;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;1;2017;1;新潮社;Japanese;978-4103534327;;;
3221;610;610-139-2;1;騎士団長殺し〈第２部〉遷ろうメタファ－編;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;2;2017;1;新潮社;Japanese;978-4103534334;;;
3222;610;610-140;1;村上さんのところ;0;村上春樹;Văn học - tiểu thuyết, truyện ngắn;0;2015;1;新潮社;Japanese;978-4103534310;;;
3223;610;610-141;1;鬼神の如く 黒田叛臣伝;0;葉室麟;Văn học - tiểu thuyết, truyện ngắn;0;2015;1;新潮社;Japanese;978-4103280132;;;
3224;610;610-142;1;感覚の幽い風景;0;鷲田清一;Văn học - tiểu thuyết, truyện ngắn;1;2006;1;紀伊國屋書店;Japanese;97843101007;;;
3225;610;610-143;1;幸福な食卓;0;瀬尾まいこ;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;講談社;Japanese;9784062756501;;;
3226;610;610-144;1;荒地の恋;0;ねじめ正一;Văn học - tiểu thuyết, truyện ngắn;1;2007;1;文藝春秋;Japanese;9784163263502;;;
3227;610;610-145-1;1;ポケットの中のレワニワ㊤;0;伊井直行;Văn học - tiểu thuyết, truyện ngắn;1;2009;1;講談社;Japanese;9784062154154;;;
3228;610;610-145-2;1;ポケットの中のレワニワ㊦;0;伊井直行;Văn học - tiểu thuyết, truyện ngắn;2;2009;1;講談社;Japanese;9784062154161;;;
3229;610;610-146-2;1;The Shadow of a Blue Cat;青猫家族輾転録;伊井直行;Văn học - tiểu thuyết, truyện ngắn;0;2011;1;Dalkey Archive;English;9781564786418;;;
3230;610;610-147;1;世界の中心で、愛をさけぶ;0;片山恭一;Văn học - tiểu thuyết, truyện ngắn;0;2004;28;佐藤正治;Japanese;4093860726;;;
3231;610;610-148;1;啄木;0;三枝昂之;Văn học - tiểu thuyết, truyện ngắn;0;2010;2;本阿弥書店;Japanese;9784776806226;;;
3232;610;610-149;1;乳と卵;0;川上美映子;Văn học - tiểu thuyết, truyện ngắn;0;2008;2;文藝春秋;Japanese;9784163270104;;;
3233;610;610-150-2;0;キャパにならなかったカメラマン㊦;0;平敷安常;Văn học - tiểu thuyết, truyện ngắn;2;2008;4;講談社;Japanese;9784062149655;;;
3234;610;610-151;1;コインロッカー・ベイビーズ;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2020;28;講談社;Japanese;978406264162;;;
3235;610;610-153;1;ピアッシング;Xuyên thấu;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2019;6;幻冬舎;Japanese;9784877284732;;;
3236;610;610-154;1;インザ・ミソスープ;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;0;0;幻冬舎;Japanese;9784877286330;;;
3237;610;610-155;1;オーディション;Thử vai;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2000;10;幻冬舎;Japanese;4877285466;;;
3238;610;610-156;1;走れ,タカハシ!;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;1989;1;講談社;Japanese;406184444X;;;
3239;610;610-157;1;空港にて;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2005;3;文春文庫;Japanese;9784167190064;;;
3240;610;610-158;2;55歳からのハローライフ;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2014;4;幻冬舎;Japanese;978-4344421875;;;
3241;610;610-159-1;1;歌うクジラ　上;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;1;2010;1;講談社;Japanese;978-4-06-216595-2;;;
3242;610;610-159-2;1;歌うクジラ　上;0;村上龍;Văn học - tiểu thuyết, truyện ngắn;2;2010;1;講談社;Japanese;978-4-06-216596-9;;;
3243;610;610-160-2;1;From The Fatherland, with Love;半島を出よ;村上龍;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Pushkin Press;English;9781908968456;;;
3244;610;610-161-2;1;Mandala Road;曼荼羅道;坂東眞砂子;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Thames River Press;English;9780857282484;;;
3245;610;610-162;1;渦　妹背山婦女庭訓　魂結び;0;大島真寿美;Văn học - tiểu thuyết, truyện ngắn;0;2019;4;文藝春秋;Japanese;9,78416E+12;;;
3246;610;610-163-2;1;White-haired Melody;白髪の唄;古井由吉;Văn học - tiểu thuyết, truyện ngắn;0;2008;1;Center for Japanese Studies, The University of Michigan;English;9781929280469;;;
3247;610;610-164;1;紫のアリス;0;柴田よしき;Văn học - tiểu thuyết, truyện ngắn;0;2001;1;文春文庫;Japanese;9784167203078;;;
3248;610;610-165;1;探偵はバーにいる;0;東直己;Văn học - tiểu thuyết, truyện ngắn;0;2011;23;早川書房;Japanese;9784150305215;;;
3249;610;610-166-2;1;A Thousand Strands of Black Hair;千すじの黒髪;田辺聖子;Văn học - tiểu thuyết, truyện ngắn;0;2012;1;Thames River Press;Japanese;9780857282460;;;
3250;610;610-167;1;いま、会いにゆきます;0;市川拓司;Văn học - tiểu thuyết, truyện ngắn;0;2005;29;小学館;Japanese;9784093861175;;;
3251;610;610-168;1;電車男;0;中野独人;Văn học - tiểu thuyết, truyện ngắn;0;2005;18;新潮社;Japanese;9784104715015;;;
3252;610;610-170-1;2;小説 琉球処分(1);0;大城立裕;Văn học - tiểu thuyết, truyện ngắn;1;2011;6;講談社;Japanese;978-4062767699;;;
3253;610;610-170-2;2;小説 琉球処分(2);0;大城立裕;Văn học - tiểu thuyết, truyện ngắn;2;2016;11;講談社;Japanese;978-4062767705;;;
3254;610;610-171;1;レールの向こう;0;大城立裕;Văn học - tiểu thuyết, truyện ngắn;0;2015;1;新潮社;Japanese;978-4103740063;;;
3255;610;610-172;1;ホテルローヤル;0;桜木紫乃;Văn học - tiểu thuyết, truyện ngắn;0;2013;8;集英社;Japanese;9784087714920;;;
3256;610;610-173;1;苦役列車;0;西村賢太;Văn học - tiểu thuyết, truyện ngắn;0;2011;5;新潮社;Japanese;9784103032328;;;
3257;610;610-174;1;きことわ;0;朝吹真理子;Văn học - tiểu thuyết, truyện ngắn;0;2011;4;新潮社;Japanese;9784103284628;;;
3258;610;610-175-2;1;In Pursuit of Lavender;逃亡くそたわけ;糸山明子;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Anthem Press;English;9780857280466;;;
3259;610;610-176-2;1;Tales of the Ghost Sword;幽剣抄;菊池秀行;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Thames River Press;English;9780857281272;;;
3260;610;610-177-2;1;The Case of The Sharaku Murders;写楽殺人事件;高橋克彦;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Thames River Press;English;9780857281296;;;
3261;610;610-178-2;1;A Cappella;無伴奏;小池万里子;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Anthem Press;English;9780857280442;;;
3262;610;610-179;1;人生の乞食;0;四方田犬彦;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;書肆山田 ;Japanese;9784879957061;;;
3263;610;610-180;1;バビロンに行きて歌え;0;池澤夏樹;Văn học - tiểu thuyết, truyện ngắn;0;1990;1;新潮社;Japanese;9784101318110;;;
3264;610;610-181;1;スティル・ライフ;0;池澤夏樹;Văn học - tiểu thuyết, truyện ngắn;0;2000;1;中公文庫;Japanese;9784122018594;;;
3265;610;610-182;2;すばらしい新世界;0;池澤夏樹;Văn học - tiểu thuyết, truyện ngắn;0;2011;4;中央公論新社;Japanese;978-4122042704;;;
3266;610;610-183;1;孔雀の羽の目がみてる;0;蜂飼耳;Văn học - tiểu thuyết, truyện ngắn;0;2004;1;白水社;Japanese;9784560049952;;;
3267;610;610-183;1;氷山の南;0;池澤夏樹;Văn học - tiểu thuyết, truyện ngắn;0;2012;1;文藝春秋;Japanese;978-4-16-380790-4;;;
3268;610;610-184;1;熊になった少年;0;池澤夏樹・坂川栄治;Văn học - tiểu thuyết, truyện ngắn;0;2009;1;河出書房新社;Japanese;9,78488E+12;;;
3269;610;610-185;1;アトミック・ボックス;Atomic Box;池澤夏樹;Văn học - tiểu thuyết, truyện ngắn;0;2014;1;毎日新聞社;Japanese;978-4-620-10801;;;
3270;610;610-186-2;1;The Navidad Incident　The Downfall of Matías Guili;マシアス・ギリの失脚;池澤夏樹;Văn học - tiểu thuyết, truyện ngắn;0;2012;1;HAIKASORU;English;9781421542225;;;
3271;610;610-187-2;1;Lost Souls, Sacred Creatures;捜神鬼;西村寿行;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Thames River Press;English;9780857281289;;;
3272;610;610-188-1;1;A True Novel I;本格小説㊤;水村美奈江;Văn học - tiểu thuyết, truyện ngắn;1;2013;1;Other Press;English;9781590512036;;;
3273;610;610-188-2;1;A True Novel II;本格小説㊦;水村美奈江;Văn học - tiểu thuyết, truyện ngắn;2;2013;1;Other Press;English;9781590512036;;;
3274;610;610-189;1;Eat sleep sit;0;Kaoru Nonomura;Văn học - tiểu thuyết, truyện ngắn;0;2008;1;講談社;English;9784770030757;;;
3275;610;610-190;1;ゆうじょこう;0;村田喜代子;Văn học - tiểu thuyết, truyện ngắn;0;2014;5;新潮社;Japanese;9784104041046;;;
3276;610;610-191;1;鯉浄土;0;村田喜代子;Văn học - tiểu thuyết, truyện ngắn;0;2006;1;講談社;Japanese;9784062136808;;;
3277;610;610-192;1;光線;0;村田喜代子;Văn học - tiểu thuyết, truyện ngắn;0;2012;1;文藝春秋;日本語;978-4-16-381550-3;;;
3278;610;610-193;1;屋根屋;0;村田喜代子;Văn học - tiểu thuyết, truyện ngắn;0;2014;1;講談社;Japanese;978-4062187749;;;
3279;610;610-194;1;飛族;0;村田喜代子;Văn học - tiểu thuyết, truyện ngắn;0;2019;1;文藝春秋;Japanese;9,78416E+12;;;
3280;610;610-195;1;ツ、イ、ラ、ク;0;姫野カオルコ;Văn học - tiểu thuyết, truyện ngắn;0;2014;9;角川書店;Japanese;978-4041835142;;;
3281;610;610-196;1;昭和の犬;Perspective kid;姫野カオルコ;Văn học - tiểu thuyết, truyện ngắn;0;2014;3;幻冬社;Japanese;9,78434E+12;;;
3282;610;610-197;1;謎の毒親;0;姫野カオルコ;Văn học - tiểu thuyết, truyện ngắn;0;2015;1;新潮社;Japanese;978-4-10-427703-2;;;
3283;610;610-198;1;ブラックボックス;Black Box;砂川文次;Văn học - tiểu thuyết, truyện ngắn;0;2022;3;講談社;Japanese;9784065273654;;;
3284;610;610-198;1;心淋し川;0;0;0;0;0;0;0;0;0;;;
3285;610;610-199;1;まるまるの毬;0;西條奈加;Văn học - tiểu thuyết, truyện ngắn;0;2014;1;講談社;Japanese;978-4062189903;;;
3286;610;610-200;1;キッチン;0;吉本ばなな;Văn học - tiểu thuyết, truyện ngắn;0;1991;2;福武文庫;Japanese;9784828832227;;;
3287;610;610-203-1;1;白河夜船;0;吉本ばなな;Văn học - tiểu thuyết, truyện ngắn;0;2020;10;新潮社;Japanese;9784101359175;;;
3288;610;610-203-2;1;Asleep;白河夜船;Banana Yoshimoto;Văn học - tiểu thuyết, truyện ngắn;0;2000;1;Faber & Faber;English;9,78057E+12;;;
3289;610;610-204-1;1;アムリタ（上）;0;吉本ばなな;Văn học - tiểu thuyết, truyện ngắn;1;2019;12;新潮社;Japanese;9784101359144;;;
3290;610;610-205;1;とかげ;0;吉本ばなな;Văn học - tiểu thuyết, truyện ngắn;0;1993;2;新潮社;Japanese;9,7841E+12;;;
3291;610;610-208;1;不倫と南米;0;吉本ばなな;Văn học - tiểu thuyết, truyện ngắn;0;2010;1;幻冬舎;Japanese;9,78488E+12;;;
3292;610;610-209;1;虹;0;吉本ばなな;Văn học - tiểu thuyết, truyện ngắn;0;2005;1;最新刊;Japanese;9,78434E+12;;;
3293;610;610-210;1;引っこしはつらいよ;0;よしもとばなな;Văn học - tiểu thuyết, truyện ngắn;0;2005;3;新潮社;Japanese;9,7841E+12;;;
3294;610;610-211;1;どんぐり姉妹;0;よしもと ばなな;Văn học - tiểu thuyết, truyện ngắn;0;2015;5;新潮社;Japanese;978-4101359427;;;
3295;610;610-212;1;ジュージュー;0;よしもとばなな;Văn học - tiểu thuyết, truyện ngắn;0;2011;1;文藝春秋;Japanese;978-4-16-380650-1;;;
3296;610;610-213;1;ハゴロモ;0;よしもとばなな;Văn học - tiểu thuyết, truyện ngắn;0;2006;1;新潮社;日本語;4-10-135927-X;;;
3297;610;610-214;1;水の中のふたつの月;0;乃南アサ;Văn học - tiểu thuyết, truyện ngắn;0;2003;1;角川書店;Japanese;4-04-191402-7;;;
3298;610;610-215;1;模範郷;0;リービ英雄;Văn học - tiểu thuyết, truyện ngắn;0;2016;1;集英社;Japanese;978-4087716528;;;
3299;610;610-215;0;A Wild Haruki Chase;0;国際交流基金;Văn học - tiểu thuyết, truyện ngắn;0;2009;1;Stone Bridge Press;Japanese;9,78193E+12;;;
3300;610;610-216;0;Koudan: Miyamoto Musashi;0;Ito Ryocho;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;NXB Văn Học;English;-;;;
3301;610;610-216-2;1;A Room Where The Star-spangled Banner Cannot be Heard;星条旗の聞こえない部屋;リービ英雄;Văn học - tiểu thuyết, truyện ngắn;0;2011;1;Columbia Press University;English;9780231157445;;;
3302;610;610-217;1;The Moon over the Mountain;山月記;中島敦;Văn học - tiểu thuyết, truyện ngắn;0;2011;1;Autumn Hill Books;English;9780982746608;;;
3303;610;610-218-2;1;A Day in the Life;一日　夢の冊;黒井千次;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;Dalkey Archive;English;9781564788658;;;
3304;610;610-219;1;Modanizumu;0;William J. Tyler;Văn học - tiểu thuyết, truyện ngắn;0;2008;1;University of Hawaii Press;English;9780824832421;;;
3305;610;610-220;1;たまもの;0;小池昌代;Văn học - tiểu thuyết, truyện ngắn;0;2014;1;講談社;Japanese;978-4-06-218969-9;;;
3306;610;610-221;1;パプリカ;0;筒井康隆;Văn học - tiểu thuyết, truyện ngắn;0;2020;23;新潮社 ;Japanese;9784101171401;;;
3307;610;610-222;1;聖痕;0;筒井康隆;Văn học - tiểu thuyết, truyện ngắn;0;2013;1;新潮社 ;Japanese;978-4-10-314530-1;;;
3308;610;610-223;1;Turn;0;北村薫;Văn học - tiểu thuyết, truyện ngắn;0;1997;12;新潮社;Japanese;9,7841E+12;;;
3309;610;610-224;1;蟹と彼と私;0;荻野アンナ;Văn học - tiểu thuyết, truyện ngắn;1;2008;2;集英社;Japanese;9,78409E+12;;;
3310;610;610-225;1;京都夢幻記;0;杉本秀太郎;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;新潮社;Japanese;9784104288021;;;
3311;610;610-226-2;1;The Paradise Bird Tatoo (or, attempted double-suicide);赤目四十八瀧心中未遂;車谷長吉;Văn học - tiểu thuyết, truyện ngắn;0;2009;1;COUNTERPOINT;English;9781582437033;;;
3312;610;610-227-2;1;Supermarket　A Novel;小説スーパーマーケット;安土敏;Văn học - tiểu thuyết, truyện ngắn;0;2007;1;Thomas Dunne Books;English;9780312382940;;;
