DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2002-9132-VNM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Kien Giang, Long An provinces",,,No,No,No,,,Km2,,,,2002,5,,2002,,,,,1300000,,1300000,,,,,200000,325398,61.46318826,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""}]",2006-02-22,2023-09-25
2003-0018-VNM,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Bamboo and rattan factory,VNM,Viet Nam,South-eastern Asia,Asia,Go Dau district (Tay Ninh province),,,No,No,No,,0,m3,,,,2003,1,11,2003,1,11,11,35,,,35,,,,,,,62.8584595,,2003-08-11,2023-09-25
2003-0206-VNM,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Bus,VNM,Viet Nam,South-eastern Asia,Asia,Bac Ninh city (Bac Ninh province),,,No,No,No,,,,,,,2003,5,2,2003,5,2,37,55,,,55,,,,,,,62.8584595,,2003-10-08,2023-09-25
2003-0243-VNM,No,tec-ind-fir-fir,Technological,Industrial accident,Fire (Industrial),Fire (Industrial),,Ammunition factory,VNM,Viet Nam,South-eastern Asia,Asia,Thinh Dan village,,,No,No,No,,0,m3,,,,2003,5,5,2003,5,5,1,,3500,,3500,,,,,,,62.8584595,,2003-10-08,2023-09-25
2003-0374-VNM,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,Express S1,VNM,Viet Nam,South-eastern Asia,Asia,Cam Lo district (Quang Tri province),,,No,No,No,,,,,,,2003,8,4,2003,8,4,14,6,,,6,,,,,,,62.8584595,,2003-08-06,2023-09-25
2003-0437-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Koni,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,Rain,No,No,No,,90,Kph,,,,2003,7,23,2003,7,23,,18,,5000,5018,,,,,,,62.8584595,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3329,""adm1_name"":""Bac Giang""},{""adm1_code"":3331,""adm1_name"":""Bac Ninh""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3346,""adm1_name"":""Ha Nam""},{""adm1_code"":3347,""adm1_name"":""Ha Noi City""},{""adm1_code"":3348,""adm1_name"":""Ha Tay""},{""adm1_code"":3350,""adm1_name"":""Hai Duong""},{""adm1_code"":3351,""adm1_name"":""Hai Phong City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3354,""adm1_name"":""Hung Yen""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3367,""adm1_name"":""Ninh Binh""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3378,""adm1_name"":""Son La""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73936,""adm1_name"":""Dien Bien""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2003-09-01,2023-09-25
2003-0505-VNM,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Nam, Binh Dinh, Quang Tri, Phu Yen, Thua Thien Hue provinces","Tropical monsoon rain, cold depression",,No,No,No,,10630,Km2,,,"Kon, Lai Giang and La Tinh",2003,10,15,2003,10,22,52,29,216745,5000,221774,,,,,32000,50908,62.8584595,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2004-01-27,2023-09-25
2003-0557-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Ninh Thuan, Binh Dinh, Phu Yen, Khanh Hoa, Quang Nam, Dak Lak provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,370,362,Km2,,,"Phan Rang river, Kon river",2003,11,11,2003,11,14,61,34,185135,8880,194049,,,,,35000,55681,62.8584595,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2005-04-13,2023-09-25
2003-0672-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Nghe An, Thai Binh, Nam Dinh, Lao Cai, Ha Tinh provinces",Torrential rain,,No,No,No,,31350,Km2,,,"Song Con, Thai Binh",2003,9,10,2003,9,14,15,,1000,,1000,,,38000,60453,38000,60453,62.8584595,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3380,""adm1_name"":""Thai Binh""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""}]",2004-01-30,2023-09-25
2003-0715-VNM,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Infuenza (H5N1),VNM,Viet Nam,South-eastern Asia,Asia,"Hanoi, Ho Chi Minh",,,No,No,No,,,Vaccinated,,,,2003,10,15,2004,3,24,15,,8,,8,,,,,,,62.8584595,,2004-03-25,2023-09-25
2004-0184-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,VNM,Viet Nam,South-eastern Asia,Asia,Ca Mau province,,,No,No,No,,,,,,,2004,4,30,2004,4,30,50,,,,,,,,,,,64.54132928,,2004-05-10,2023-09-25
2004-0258-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Chanthu (Gener/08W),VNM,Viet Nam,South-eastern Asia,Asia,"BinH Dinh, Da Nang City, Quang Ngai provinces",,,No,No,No,,65,Kph,,,,2004,6,7,2004,6,11,14,5,900,,905,,,,,7000,10846,64.54132928,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""}]",2006-05-05,2023-09-25
2004-0328-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Mai Son, Bac Yen, Song Ma districts (Son La province)",Heavy rain,,No,No,No,,3300,Km2,,,,2004,4,16,2004,4,17,9,,5000,,5000,,,,,,,64.54132928,"[{""adm2_code"":32565,""adm2_name"":""Bac Yen""},{""adm2_code"":32566,""adm2_name"":""Mai Son""},{""adm2_code"":74209,""adm2_name"":""Song Ma""}]",2005-03-28,2023-09-25
2004-0354-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Du Tien, Du Gia villages (Yen Minh district, Ha Giang province), Bao Lam district (Cao Bang province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,12020,Km2,,,"Hong, Luc Nam, Thuong and Thai Binh rivers and tributaries, Red River Delta",2004,7,18,2004,7,28,53,18,,,18,,,,,8000,12395,64.54132928,"[{""adm2_code"":73984,""adm2_name"":""Bao Lam""},{""adm2_code"":32323,""adm2_name"":""Yen Minh""}]",2005-03-08,2023-09-25
2004-0472-VNM,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,VNM,Viet Nam,South-eastern Asia,Asia,Bat Xat district (Lao Cai province),Torrential rains,,No,No,No,,,,,,,2004,9,13,2004,9,13,23,,,,,,,,,,,64.54132928,"[{""adm2_code"":32442,""adm2_name"":""Bat Xat""}]",2004-10-05,2023-09-25
2004-0580-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Muifa (Unding/29W),VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Quang Nam, Thua Thien - Hue, Quang Tri, Quang Binh provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,2004,11,26,2004,11,26,56,,500000,,500000,,,,,23000,35636,64.54132928,"[{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2005-01-03,2023-09-25
2004-0719-VNM,No,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,Food poisoning,VNM,Viet Nam,South-eastern Asia,Asia,Ho Chi Minh City,,,No,No,No,,,m3,,,,2004,7,13,2004,7,13,,400,,,400,,,,,,,64.54132928,,2005-03-23,2023-09-25
2004-0735-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Vinh Long, Dong Thap, Long An, Can Tho city, Kien Giang provinces",Monsoonal rain,Rain,No,No,No,,47760,Km2,,,"Mekong (Cuu Long), Tien River",2004,8,24,2004,10,21,34,,30000,,30000,,,,,,,64.54132928,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3356,""adm1_name"":""Kien Giang""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2005-03-25,2023-09-25
2005-0053-VNM,No,tec-tra-air-air,Technological,Transport,Air,Air,,Helicopter,VNM,Viet Nam,South-eastern Asia,Asia,Near Con Co Isl. (Quang Binh province),,,No,No,No,,,,,,,2005,1,26,2005,1,26,16,,,,,,,,,,,66.73105799,,2005-02-14,2023-09-25
2005-0108-VNM,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,VNM,Viet Nam,South-eastern Asia,Asia,Near Danang (Thua Thien-Hue province),,,No,No,No,,,,,,,2005,3,12,2005,3,12,11,70,,,70,,,,,,,66.73105799,,2005-03-25,2023-09-25
2005-0154-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Boats,VNM,Viet Nam,South-eastern Asia,Asia,Con Son Isl. (Khanh Hoa province),Bad weather,,No,No,No,,,,,,,2005,3,10,2005,3,10,24,,,,,,,,,,,66.73105799,,2006-04-30,2023-09-25
2005-0207-VNM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,VNM,Viet Nam,South-eastern Asia,Asia,Lo So (Kontum province),,,No,No,No,,,,,,,2005,4,21,2005,4,21,32,,1,,1,,,,,,,66.73105799,,2005-04-21,2023-09-25
2005-0315-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,Vinh Thuan district (Kien Giang province),Heavy rains,Rain,No,No,No,,,Km2,,,,2005,5,26,2005,5,26,,3,385,205,593,,,,,,,66.73105799,"[{""adm2_code"":32405,""adm2_name"":""Vinh Thuan""}]",2005-06-13,2023-09-25
2005-0434-VNM,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,VNM,Viet Nam,South-eastern Asia,Asia,Binh Dinh province,,,No,No,No,,,,,,,2005,8,14,2005,8,14,11,14,,,14,,,,,,,66.73105799,,2005-09-05,2023-09-25
2005-0476-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Nghe An province,,Flood,No,No,No,,,Kph,,,,2005,8,13,2005,8,16,13,,6500,,6500,,,,,,,66.73105799,"[{""adm1_code"":3366,""adm1_name"":""Nghe An""}]",2005-09-07,2023-09-25
2005-0536-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vicente,VNM,Viet Nam,South-eastern Asia,Asia,"Thanh Hoa, Nghe An, Ha Tinh provinces",,Rain,No,No,No,,,Kph,,,,2005,9,18,2005,9,19,8,,8500,,8500,,,,,20000,29971,66.73105799,"[{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""}]",2006-04-27,2023-09-25
2005-0540-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Damrey,VNM,Viet Nam,South-eastern Asia,Asia,"Yen Bai, Tram Tau, Nghia Lo districts (Yen Bai province), Nghe An, Phu Tho, Hoa Binh, Lao Cai, Thanh Hoa, Nam Dinh, Quang Ninh, Quang Nam, Da Nang City provinces",,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,717,133,Kph,,,,2005,9,27,2005,9,30,75,28,337632,,337660,,,,,219250,328558,66.73105799,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3353,""adm1_name"":""Hoa Binh""},{""adm1_code"":3364,""adm1_name"":""Nam Dinh""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3375,""adm1_name"":""Quang Ninh""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":73939,""adm1_name"":""Lao Cai""},{""adm2_code"":32670,""adm2_name"":""Tram Tau""},{""adm2_code"":74243,""adm2_name"":""Nghia Lo Township""},{""adm2_code"":74244,""adm2_name"":""Yen Bai City""}]",2007-07-20,2023-09-25
2005-0584-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Binh, Quang Tri, Thua Thien Hue, Quang Ngai provinces",Heavy rains,,No,No,No,,8370,Km2,,,Ben Hai,2005,10,7,2005,10,10,17,,10000,,10000,,,,,15000,22478,66.73105799,"[{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2005-10-18,2023-09-25
2005-0611-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kai Tak (21),VNM,Viet Nam,South-eastern Asia,Asia,"Son Ha district (Quang Ngai province), Phong Dien district (Thua Thien - Hue province), Quang Nam, Quang Tri provinces",,,No,No,No,,,Kph,,,,2005,11,2,2005,11,4,20,,15000,,15000,,,,,11000,16484,66.73105799,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm2_code"":32537,""adm2_name"":""Son Ha""},{""adm2_code"":32625,""adm2_name"":""Phong Dien""}]",2006-04-27,2023-09-25
2005-0628-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Dinh, Quang Ngai, Phu Yen, Khanh Hoa, Gia Lai, Quang Tri provinces",Heavy rains,,No,No,No,,28850,Km2,,,Ba river,2005,10,20,2005,10,28,67,,33800,,33800,,,,,12000,17983,66.73105799,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""}]",2005-11-15,2023-09-25
2005-0694-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Khanh Hoa, Dak Lak, Phu Yen, Quang Ngai, Binh Dinh, Quang Nam, Binh Thuan, Ninh Thuan, Dak Lak provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,63090,Km2,,,"Nha Trang, Kon, Cai Nha Trang, Dinh, Ve, Tra Cau, Tra Khuc, Tra Bong, Con, Ha Thanh, Lao Giang, Krong Ana, Krong Kno, Serepoc",2005,12,4,2005,12,24,69,,,18000,18000,,,,,27000,40461,66.73105799,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3368,""adm1_name"":""Ninh Thuan""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""}]",2006-02-28,2023-09-25
2005-0761-VNM,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Acute Neurological Syndrome,VNM,Viet Nam,South-eastern Asia,Asia,Kien Kang province,,,No,No,No,,,Vaccinated,,,,2005,12,26,2006,4,2,16,,83,,83,,,,,,,66.73105799,,2006-04-12,2023-09-25
2005-0822-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Tan Hung, Vinh Hung, Moc Hoa districts (Long An province), Dong Thap, An Giang provinces ",Monsoonal rain,,No,No,No,,54540,Km2,,,"Mekong, Tien, Hau",2005,9,8,2005,9,29,39,,30000,,30000,,,,,,,66.73105799,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm2_code"":32454,""adm2_name"":""Moc Hoa""},{""adm2_code"":32458,""adm2_name"":""Vinh Hung""},{""adm2_code"":74155,""adm2_name"":""Tan Hung""}]",2005-10-03,2023-09-25
2005-9277-VNM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,VNM,Viet Nam,South-eastern Asia,Asia,Ben Tre province,,,No,No,No,,,Km2,,,,2005,5,,2005,,,,,410000,,410000,,,,,42120,63119,66.73105799,"[{""adm1_code"":3332,""adm1_name"":""Ben Tre""}]",2005-03-06,2023-09-25
2006-0211-VNM,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,VNM,Viet Nam,South-eastern Asia,Asia,Yen Chau district (Son La province),,Hail,No,No,No,,,Kph,,,,2006,4,7,2006,4,7,1,5,1000,,1005,,,,,,,68.88375871,"[{""adm2_code"":32574,""adm2_name"":""Yen Chau""}]",2006-04-25,2023-09-25
2006-0251-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Chanchu (Caloy),VNM,Viet Nam,South-eastern Asia,Asia,Quang Nam province,,,No,No,No,,,Kph,,,,2006,5,17,2006,5,17,204,,600000,,600000,,,,,,,68.88375871,"[{""adm1_code"":3372,""adm1_name"":""Quang Nam""}]",2006-09-12,2023-09-25
2006-0362-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bilis,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Kan, Lang Son, Vinh Phuc, Cao Bang, Thai Nguyen, Ha Giang provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,24,112.11,Lo,2006,7,11,2006,7,19,17,,,2000,2000,,,,,,,68.88375871,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3381,""adm1_name"":""Thai Nguyen""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""}]",2007-01-06,2023-09-25
2006-0366-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,Bac Me district (Ha Giang province),Heavy rain,,No,No,No,,560,Km2,,,Lo,2006,7,9,2006,7,11,4,100,,,100,,,,,1000,1452,68.88375871,"[{""adm2_code"":32314,""adm2_name"":""Bac Me""}]",2006-07-18,2023-09-25
2006-0429-VNM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Kan, Vinh Phuc, Lang Son provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2006,7,18,2006,7,18,12,,,2000,2000,,,,,,,68.88375871,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3360,""adm1_name"":""Lang Son""},{""adm1_code"":3389,""adm1_name"":""Vinh Phuc""}]",2006-08-10,2023-09-25
2006-0446-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Thuan, Nghe An, Quang Binh, Quang Tri, Dak Lak, Dong Nai, Lam Dong, Cao Bang, Ha Tinh, Thua Thien Hue, Dak Lak, Dak Nong, Yen Bai, Thanh Hoa, Phu Tho provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,119500,Km2,17.76,106.15,Dong Nai River,2006,8,12,2006,8,30,42,20,50000,,50020,,,,,8000,11614,68.88375871,"[{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3342,""adm1_name"":""Dong Nai""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3359,""adm1_name"":""Lam Dong""},{""adm1_code"":3366,""adm1_name"":""Nghe An""},{""adm1_code"":3369,""adm1_name"":""Phu Tho""},{""adm1_code"":3371,""adm1_name"":""Quang Binh""},{""adm1_code"":3376,""adm1_name"":""Quang Tri""},{""adm1_code"":3382,""adm1_name"":""Thanh Hoa""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""},{""adm1_code"":3390,""adm1_name"":""Yen Bai""},{""adm1_code"":73934,""adm1_name"":""Dak Lak""},{""adm1_code"":73935,""adm1_name"":""Dak Nong""}]",2007-03-09,2023-09-25
2006-0451-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Dong Thap provinces",Monsoonal rain,,No,No,No,,,Km2,11.06,104.68,,2006,8,10,2006,11,1,60,,,,,,,,,,,68.88375871,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""}]",2007-01-07,2023-09-25
2006-0517-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Xangsane (Milenyo),VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh, Thua Thien - Hue, Da Nang City, Quang Nam, Quang Ngai provinces",,,No,No,No,,148,Kph,16.68,107.21,,2006,9,27,2006,10,6,71,525,1368720,98680,1467925,,,,,624000,905874,68.88375871,"[{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3349,""adm1_name"":""Ha Tinh""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""},{""adm1_code"":3383,""adm1_name"":""Thua Thien - Hue""}]",2007-01-07,2023-09-25
2006-0543-VNM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,VNM,Viet Nam,South-eastern Asia,Asia,Lang Khe,,,No,No,No,,,,,,,2006,10,8,2006,10,8,19,,,,,,,,,,,68.88375871,,2006-10-10,2023-09-25
2006-0648-VNM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Durian (Reming),VNM,Viet Nam,South-eastern Asia,Asia,"Ba Ria-Vung Tau, Ben Tre, Binh Thuan, Vinh Long, Tien Giang, Khanh Hao, An Giang, Tra Vinh, Long An, Dong Thap, Ho Chi Ming City, Can Tho City provinces",,Flood,No,No,No,467,,Kph,10.33,106.74,,2006,11,30,2006,12,8,95,1360,975000,250000,1226360,,,,,456000,661985,68.88375871,"[{""adm1_code"":3326,""adm1_name"":""An Giang""},{""adm1_code"":3327,""adm1_name"":""Ba Ria-Vung Tau""},{""adm1_code"":3332,""adm1_name"":""Ben Tre""},{""adm1_code"":3336,""adm1_name"":""Binh Thuan""},{""adm1_code"":3343,""adm1_name"":""Dong Thap""},{""adm1_code"":3352,""adm1_name"":""Ho Chi Minh City""},{""adm1_code"":3355,""adm1_name"":""Khanh Hoa""},{""adm1_code"":3362,""adm1_name"":""Long An""},{""adm1_code"":3384,""adm1_name"":""Tien Giang""},{""adm1_code"":3386,""adm1_name"":""Tra Vinh""},{""adm1_code"":3388,""adm1_name"":""Vinh Long""},{""adm1_code"":73933,""adm1_name"":""Can Tho city""}]",2007-01-07,2023-09-25
2006-0659-VNM,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,VNM,Viet Nam,South-eastern Asia,Asia,Quang Ninh province,,Hail,No,No,No,,,Kph,,,,2006,11,20,2006,11,20,13,,,,,,,,,10000,14517,68.88375871,"[{""adm1_code"":3375,""adm1_name"":""Quang Ninh""}]",2006-12-04,2023-09-25
